model_id,display,key,primary_type,tier,outcome_class,compiled,has_pred,csr_error,el_tp,el_fp,el_fn,el_f1,ta_matched,ta_correct,ta_excluded,rel_tp,rel_fp,rel_fn,rel_f1,relations_missed,relations_extra,chrf,gt_puml,pred_puml,pred_puml_exists,input_image,pred_render,pred_render_exists
claude-opus-4-6,Claude Opus 4.6,86104112046f63abd2abd544f9b5c3a608848d6e,class,3,compile_fail,False,True,Error line 5 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/86104112046f63abd2abd544f9b5c3a608848d6e.puml,0,0,4,0.0000,0,0,0,0,0,4,0.0000,dependency;association,,17.69,data/puml_files/86104112046f63abd2abd544f9b5c3a608848d6e.puml,data/runs/claude-opus-4-6_20260614T081502Z/86104112046f63abd2abd544f9b5c3a608848d6e.puml,True,data/puml_images_1568/86104112046f63abd2abd544f9b5c3a608848d6e.png,data/csr/claude-opus-4-6_20260614T081502Z/png/86104112046f63abd2abd544f9b5c3a608848d6e.png,False
claude-opus-4-6,Claude Opus 4.6,8db937ff1aa2482e25096ce400100023484400be,sequence,4,compile_fail,False,True,Error line 16 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/8db937ff1aa2482e25096ce400100023484400be.puml,0,0,4,0.0000,0,0,0,0,0,4,0.0000,message,,82.50,data/puml_files/8db937ff1aa2482e25096ce400100023484400be.puml,data/runs/claude-opus-4-6_20260614T081502Z/8db937ff1aa2482e25096ce400100023484400be.puml,True,data/puml_images_1568/8db937ff1aa2482e25096ce400100023484400be.png,data/csr/claude-opus-4-6_20260614T081502Z/png/8db937ff1aa2482e25096ce400100023484400be.png,False
claude-opus-4-6,Claude Opus 4.6,8ff4bbffcff8d5961efc7a028967f4572a8afabd,sequence,3,compile_fail,False,True,Error line 17 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/8ff4bbffcff8d5961efc7a028967f4572a8afabd.puml,0,0,7,0.0000,0,0,0,0,0,11,0.0000,message,,83.48,data/puml_files/8ff4bbffcff8d5961efc7a028967f4572a8afabd.puml,data/runs/claude-opus-4-6_20260614T081502Z/8ff4bbffcff8d5961efc7a028967f4572a8afabd.puml,True,data/puml_images_1568/8ff4bbffcff8d5961efc7a028967f4572a8afabd.png,data/csr/claude-opus-4-6_20260614T081502Z/png/8ff4bbffcff8d5961efc7a028967f4572a8afabd.png,False
claude-opus-4-6,Claude Opus 4.6,9117c4347190b93368d0254f3612ae5840b89d7b,sequence,1,compile_fail,False,True,Error line 12 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/9117c4347190b93368d0254f3612ae5840b89d7b.puml,0,0,4,0.0000,0,0,0,0,0,5,0.0000,message,,46.34,data/puml_files/9117c4347190b93368d0254f3612ae5840b89d7b.puml,data/runs/claude-opus-4-6_20260614T081502Z/9117c4347190b93368d0254f3612ae5840b89d7b.puml,True,data/puml_images_1568/9117c4347190b93368d0254f3612ae5840b89d7b.png,data/csr/claude-opus-4-6_20260614T081502Z/png/9117c4347190b93368d0254f3612ae5840b89d7b.png,False
claude-opus-4-6,Claude Opus 4.6,98d73a86be25154e58fe9707f994f4d0dc788d10,class,4,compile_fail,False,True,Error line 126 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/98d73a86be25154e58fe9707f994f4d0dc788d10.puml,0,0,7,0.0000,0,0,0,0,0,5,0.0000,inheritance;composition;association,,80.53,data/puml_files/98d73a86be25154e58fe9707f994f4d0dc788d10.puml,data/runs/claude-opus-4-6_20260614T081502Z/98d73a86be25154e58fe9707f994f4d0dc788d10.puml,True,data/puml_images_1568/98d73a86be25154e58fe9707f994f4d0dc788d10.png,data/csr/claude-opus-4-6_20260614T081502Z/png/98d73a86be25154e58fe9707f994f4d0dc788d10.png,False
claude-opus-4-6,Claude Opus 4.6,bd045dcdf9f93711b701665ba6c426c083ce0277,class,4,compile_fail,False,True,Error line 133 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/bd045dcdf9f93711b701665ba6c426c083ce0277.puml,0,0,27,0.0000,0,0,0,0,0,32,0.0000,inheritance;composition;aggregation;association,,79.16,data/puml_files/bd045dcdf9f93711b701665ba6c426c083ce0277.puml,data/runs/claude-opus-4-6_20260614T081502Z/bd045dcdf9f93711b701665ba6c426c083ce0277.puml,True,data/puml_images_1568/bd045dcdf9f93711b701665ba6c426c083ce0277.png,data/csr/claude-opus-4-6_20260614T081502Z/png/bd045dcdf9f93711b701665ba6c426c083ce0277.png,False
claude-opus-4-6,Claude Opus 4.6,eff76e684b657103a5b9a074acbaf89a607557e1,class,2,compile_fail,False,True,Error line 13 in file: data/csr/claude-opus-4-6_20260614T081502Z/extracted/eff76e684b657103a5b9a074acbaf89a607557e1.puml,0,0,2,0.0000,0,0,0,0,0,0,1.0000,,,89.77,data/puml_files/eff76e684b657103a5b9a074acbaf89a607557e1.puml,data/runs/claude-opus-4-6_20260614T081502Z/eff76e684b657103a5b9a074acbaf89a607557e1.puml,True,data/puml_images_1568/eff76e684b657103a5b9a074acbaf89a607557e1.png,data/csr/claude-opus-4-6_20260614T081502Z/png/eff76e684b657103a5b9a074acbaf89a607557e1.png,False
claude-opus-4-6,Claude Opus 4.6,0bffda3c561066aa0dda7f556b2ce91406230f86,class,1,compiled_low_structural,True,True,,0,2,1,0.0000,0,0,0,0,0,0,1.0000,,,49.99,data/puml_files/0bffda3c561066aa0dda7f556b2ce91406230f86.puml,data/runs/claude-opus-4-6_20260614T081502Z/0bffda3c561066aa0dda7f556b2ce91406230f86.puml,True,data/puml_images_1568/0bffda3c561066aa0dda7f556b2ce91406230f86.png,data/csr/claude-opus-4-6_20260614T081502Z/png/0bffda3c561066aa0dda7f556b2ce91406230f86.png,True
claude-opus-4-6,Claude Opus 4.6,1010a06e412b3aa575a498e6287b9ddb5f519153_03,sequence,2,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,1,4,4,0.2000,message,message,87.10,data/puml_files/1010a06e412b3aa575a498e6287b9ddb5f519153_03.puml,data/runs/claude-opus-4-6_20260614T081502Z/1010a06e412b3aa575a498e6287b9ddb5f519153_03.puml,True,data/puml_images_1568/1010a06e412b3aa575a498e6287b9ddb5f519153_03.png,data/csr/claude-opus-4-6_20260614T081502Z/png/1010a06e412b3aa575a498e6287b9ddb5f519153_03.png,True
claude-opus-4-6,Claude Opus 4.6,145fbd18e198eee56d4b12fedb058ad3ecf5a1c7,class,4,compiled_low_structural,True,True,,18,2,2,0.9000,18,5,0,2,14,9,0.1481,inheritance;composition;dependency,dependency;association,75.03,data/puml_files/145fbd18e198eee56d4b12fedb058ad3ecf5a1c7.puml,data/runs/claude-opus-4-6_20260614T081502Z/145fbd18e198eee56d4b12fedb058ad3ecf5a1c7.puml,True,data/puml_images_1568/145fbd18e198eee56d4b12fedb058ad3ecf5a1c7.png,data/csr/claude-opus-4-6_20260614T081502Z/png/145fbd18e198eee56d4b12fedb058ad3ecf5a1c7.png,True
claude-opus-4-6,Claude Opus 4.6,254624d1e8c3cdf5489c09bbdb8e2c4ac88ce780,sequence,3,compiled_low_structural,True,True,,8,0,0,1.0000,8,8,0,3,7,7,0.3000,message,message,70.08,data/puml_files/254624d1e8c3cdf5489c09bbdb8e2c4ac88ce780.puml,data/runs/claude-opus-4-6_20260614T081502Z/254624d1e8c3cdf5489c09bbdb8e2c4ac88ce780.puml,True,data/puml_images_1568/254624d1e8c3cdf5489c09bbdb8e2c4ac88ce780.png,data/csr/claude-opus-4-6_20260614T081502Z/png/254624d1e8c3cdf5489c09bbdb8e2c4ac88ce780.png,True
claude-opus-4-6,Claude Opus 4.6,277002f45b6496b4fe9f41f3fae3b1dd35e31816,class,4,compiled_low_structural,True,True,,7,1,1,0.8750,7,7,0,5,5,9,0.4167,inheritance;association,association,70.88,data/puml_files/277002f45b6496b4fe9f41f3fae3b1dd35e31816.puml,data/runs/claude-opus-4-6_20260614T081502Z/277002f45b6496b4fe9f41f3fae3b1dd35e31816.puml,True,data/puml_images_1568/277002f45b6496b4fe9f41f3fae3b1dd35e31816.png,data/csr/claude-opus-4-6_20260614T081502Z/png/277002f45b6496b4fe9f41f3fae3b1dd35e31816.png,True
claude-opus-4-6,Claude Opus 4.6,532d5a1ff757de7127780cff4493ccdd7a51c49a,sequence,4,compiled_low_structural,True,True,,1,12,12,0.0769,1,1,0,0,30,34,0.0000,message,message,63.31,data/puml_files/532d5a1ff757de7127780cff4493ccdd7a51c49a.puml,data/runs/claude-opus-4-6_20260614T081502Z/532d5a1ff757de7127780cff4493ccdd7a51c49a.puml,True,data/puml_images_1568/532d5a1ff757de7127780cff4493ccdd7a51c49a.png,data/csr/claude-opus-4-6_20260614T081502Z/png/532d5a1ff757de7127780cff4493ccdd7a51c49a.png,True
claude-opus-4-6,Claude Opus 4.6,549be1e00dbfe4db4474e99a2b4bdd46280e6c14,class,2,compiled_low_structural,True,True,,6,2,0,0.8571,6,6,0,0,7,7,0.0000,association,dependency;association,67.39,data/puml_files/549be1e00dbfe4db4474e99a2b4bdd46280e6c14.puml,data/runs/claude-opus-4-6_20260614T081502Z/549be1e00dbfe4db4474e99a2b4bdd46280e6c14.puml,True,data/puml_images_1568/549be1e00dbfe4db4474e99a2b4bdd46280e6c14.png,data/csr/claude-opus-4-6_20260614T081502Z/png/549be1e00dbfe4db4474e99a2b4bdd46280e6c14.png,True
claude-opus-4-6,Claude Opus 4.6,6c7324c7eaeb23cd5644654ea022ca212ecd24ea,sequence,1,compiled_low_structural,True,True,,1,1,1,0.5000,1,1,0,0,4,4,0.0000,message,message,54.47,data/puml_files/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.puml,data/runs/claude-opus-4-6_20260614T081502Z/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.puml,True,data/puml_images_1568/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.png,data/csr/claude-opus-4-6_20260614T081502Z/png/6c7324c7eaeb23cd5644654ea022ca212ecd24ea.png,True
claude-opus-4-6,Claude Opus 4.6,72202da46f364f84aa0b0362094fe311bd4240e1,class,2,compiled_low_structural,True,True,,6,0,0,1.0000,6,6,0,2,5,6,0.2667,inheritance;composition;aggregation;dependency,inheritance;composition;dependency,65.27,data/puml_files/72202da46f364f84aa0b0362094fe311bd4240e1.puml,data/runs/claude-opus-4-6_20260614T081502Z/72202da46f364f84aa0b0362094fe311bd4240e1.puml,True,data/puml_images_1568/72202da46f364f84aa0b0362094fe311bd4240e1.png,data/csr/claude-opus-4-6_20260614T081502Z/png/72202da46f364f84aa0b0362094fe311bd4240e1.png,True
claude-opus-4-6,Claude Opus 4.6,938e9cc0e6b8dda26422f35f30282f7d202efb9d_02,sequence,4,compiled_low_structural,True,True,,1,4,4,0.2000,1,1,0,0,20,20,0.0000,message,message,54.07,data/puml_files/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.puml,data/runs/claude-opus-4-6_20260614T081502Z/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.puml,True,data/puml_images_1568/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.png,data/csr/claude-opus-4-6_20260614T081502Z/png/938e9cc0e6b8dda26422f35f30282f7d202efb9d_02.png,True
claude-opus-4-6,Claude Opus 4.6,acc3c1fb18dc04ab90e90b2c3a280a78b4b3f9e6,class,3,compiled_low_structural,True,True,,6,0,0,1.0000,6,6,0,2,3,3,0.4000,dependency,inheritance,86.03,data/puml_files/acc3c1fb18dc04ab90e90b2c3a280a78b4b3f9e6.puml,data/runs/claude-opus-4-6_20260614T081502Z/acc3c1fb18dc04ab90e90b2c3a280a78b4b3f9e6.puml,True,data/puml_images_1568/acc3c1fb18dc04ab90e90b2c3a280a78b4b3f9e6.png,data/csr/claude-opus-4-6_20260614T081502Z/png/acc3c1fb18dc04ab90e90b2c3a280a78b4b3f9e6.png,True
claude-opus-4-6,Claude Opus 4.6,cf7676f21794d171bc25382fc353f2a4be806a88,sequence,3,compiled_low_structural,True,True,,6,0,0,1.0000,6,6,0,1,13,7,0.0909,message,message,47.20,data/puml_files/cf7676f21794d171bc25382fc353f2a4be806a88.puml,data/runs/claude-opus-4-6_20260614T081502Z/cf7676f21794d171bc25382fc353f2a4be806a88.puml,True,data/puml_images_1568/cf7676f21794d171bc25382fc353f2a4be806a88.png,data/csr/claude-opus-4-6_20260614T081502Z/png/cf7676f21794d171bc25382fc353f2a4be806a88.png,True
claude-opus-4-6,Claude Opus 4.6,e99fda9abbdee4e0acb98ec78ece52cfec4db184,sequence,2,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,4,6,4,0.4444,message,message,61.84,data/puml_files/e99fda9abbdee4e0acb98ec78ece52cfec4db184.puml,data/runs/claude-opus-4-6_20260614T081502Z/e99fda9abbdee4e0acb98ec78ece52cfec4db184.puml,True,data/puml_images_1568/e99fda9abbdee4e0acb98ec78ece52cfec4db184.png,data/csr/claude-opus-4-6_20260614T081502Z/png/e99fda9abbdee4e0acb98ec78ece52cfec4db184.png,True
claude-opus-4-6,Claude Opus 4.6,f3df73144b3aaffd6fb73fceaf960900c01317df,sequence,1,compiled_low_structural,True,True,,5,0,0,1.0000,5,5,0,3,4,4,0.4286,message,message,73.39,data/puml_files/f3df73144b3aaffd6fb73fceaf960900c01317df.puml,data/runs/claude-opus-4-6_20260614T081502Z/f3df73144b3aaffd6fb73fceaf960900c01317df.puml,True,data/puml_images_1568/f3df73144b3aaffd6fb73fceaf960900c01317df.png,data/csr/claude-opus-4-6_20260614T081502Z/png/f3df73144b3aaffd6fb73fceaf960900c01317df.png,True
claude-opus-4-6,Claude Opus 4.6,fa3bc8bd559550992fd2c4e024d7a9872ea1ee76,class,3,compiled_low_structural,True,True,,0,1,1,0.0000,0,0,0,0,0,0,1.0000,,,8.22,data/puml_files/fa3bc8bd559550992fd2c4e024d7a9872ea1ee76.puml,data/runs/claude-opus-4-6_20260614T081502Z/fa3bc8bd559550992fd2c4e024d7a9872ea1ee76.puml,True,data/puml_images_1568/fa3bc8bd559550992fd2c4e024d7a9872ea1ee76.png,data/csr/claude-opus-4-6_20260614T081502Z/png/fa3bc8bd559550992fd2c4e024d7a9872ea1ee76.png,True
claude-opus-4-6,Claude Opus 4.6,fcd65f7d8920511a96fcffe53538f6014bb6f64f,class,1,compiled_low_structural,True,True,,0,4,2,0.0000,0,0,0,0,2,1,0.0000,inheritance,inheritance;association,33.97,data/puml_files/fcd65f7d8920511a96fcffe53538f6014bb6f64f.puml,data/runs/claude-opus-4-6_20260614T081502Z/fcd65f7d8920511a96fcffe53538f6014bb6f64f.puml,True,data/puml_images_1568/fcd65f7d8920511a96fcffe53538f6014bb6f64f.png,data/csr/claude-opus-4-6_20260614T081502Z/png/fcd65f7d8920511a96fcffe53538f6014bb6f64f.png,True
gemini-3.1-pro,Gemini 3.1 Pro,09ba2de07109b08b037d680246f10d2d5832b75f,class,1,compile_fail,False,True,Error line 3 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/09ba2de07109b08b037d680246f10d2d5832b75f.puml,0,0,2,0.0000,0,0,0,0,0,2,0.0000,inheritance;association,,34.37,data/puml_files/09ba2de07109b08b037d680246f10d2d5832b75f.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/09ba2de07109b08b037d680246f10d2d5832b75f.puml,True,data/puml_images_1568/09ba2de07109b08b037d680246f10d2d5832b75f.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/09ba2de07109b08b037d680246f10d2d5832b75f.png,False
gemini-3.1-pro,Gemini 3.1 Pro,1067b9cef0f7617223a7f9ea212a6c7aa62e70cc,class,3,compile_fail,False,True,no PNG produced,0,0,1,0.0000,0,0,0,0,0,0,1.0000,,,0.00,data/puml_files/1067b9cef0f7617223a7f9ea212a6c7aa62e70cc.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/1067b9cef0f7617223a7f9ea212a6c7aa62e70cc.puml,True,data/puml_images_1568/1067b9cef0f7617223a7f9ea212a6c7aa62e70cc.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/1067b9cef0f7617223a7f9ea212a6c7aa62e70cc.png,False
gemini-3.1-pro,Gemini 3.1 Pro,2ad68bfb96f503d07911975c60844bae213469b5,class,1,compile_fail,False,True,Error line 6 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/2ad68bfb96f503d07911975c60844bae213469b5.puml,0,0,2,0.0000,0,0,0,0,0,1,0.0000,inheritance,,72.37,data/puml_files/2ad68bfb96f503d07911975c60844bae213469b5.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/2ad68bfb96f503d07911975c60844bae213469b5.puml,True,data/puml_images_1568/2ad68bfb96f503d07911975c60844bae213469b5.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/2ad68bfb96f503d07911975c60844bae213469b5.png,False
gemini-3.1-pro,Gemini 3.1 Pro,3478cb721e35eb60255dbb35c383ddac53a2789c,sequence,3,compile_fail,False,True,Error line 23 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/3478cb721e35eb60255dbb35c383ddac53a2789c.puml,0,0,3,0.0000,0,0,0,0,0,10,0.0000,message,,65.68,data/puml_files/3478cb721e35eb60255dbb35c383ddac53a2789c.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/3478cb721e35eb60255dbb35c383ddac53a2789c.puml,True,data/puml_images_1568/3478cb721e35eb60255dbb35c383ddac53a2789c.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/3478cb721e35eb60255dbb35c383ddac53a2789c.png,False
gemini-3.1-pro,Gemini 3.1 Pro,50efbc2a904f22fbb497d5a040e14bc419bebf26,class,3,compile_fail,False,True,Error line 4 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/50efbc2a904f22fbb497d5a040e14bc419bebf26.puml,0,0,9,0.0000,0,0,0,0,0,8,0.0000,inheritance;dependency,,69.80,data/puml_files/50efbc2a904f22fbb497d5a040e14bc419bebf26.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/50efbc2a904f22fbb497d5a040e14bc419bebf26.puml,True,data/puml_images_1568/50efbc2a904f22fbb497d5a040e14bc419bebf26.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/50efbc2a904f22fbb497d5a040e14bc419bebf26.png,False
gemini-3.1-pro,Gemini 3.1 Pro,73ece5e02bc2f9114ad86167383908b5178e2e6a,sequence,4,compile_fail,False,True,Error line 12 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/73ece5e02bc2f9114ad86167383908b5178e2e6a.puml,0,0,8,0.0000,0,0,0,0,0,20,0.0000,message,,41.42,data/puml_files/73ece5e02bc2f9114ad86167383908b5178e2e6a.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/73ece5e02bc2f9114ad86167383908b5178e2e6a.puml,True,data/puml_images_1568/73ece5e02bc2f9114ad86167383908b5178e2e6a.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/73ece5e02bc2f9114ad86167383908b5178e2e6a.png,False
gemini-3.1-pro,Gemini 3.1 Pro,7b304edd43574ce0671a402e1bb4c248595eafe1,class,4,compile_fail,False,True,no PNG produced,0,0,18,0.0000,0,0,0,0,0,13,0.0000,inheritance;association,,0.00,data/puml_files/7b304edd43574ce0671a402e1bb4c248595eafe1.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/7b304edd43574ce0671a402e1bb4c248595eafe1.puml,True,data/puml_images_1568/7b304edd43574ce0671a402e1bb4c248595eafe1.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/7b304edd43574ce0671a402e1bb4c248595eafe1.png,False
gemini-3.1-pro,Gemini 3.1 Pro,aa009f3e775e94758c8ab4de152c1c180ba307cf,sequence,2,compile_fail,False,True,Error line 7 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/aa009f3e775e94758c8ab4de152c1c180ba307cf.puml,0,0,2,0.0000,0,0,0,0,0,6,0.0000,message,,77.62,data/puml_files/aa009f3e775e94758c8ab4de152c1c180ba307cf.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/aa009f3e775e94758c8ab4de152c1c180ba307cf.puml,True,data/puml_images_1568/aa009f3e775e94758c8ab4de152c1c180ba307cf.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/aa009f3e775e94758c8ab4de152c1c180ba307cf.png,False
gemini-3.1-pro,Gemini 3.1 Pro,c6ac7f451f42cac92507604a1b841848a2618f30,sequence,2,compile_fail,False,True,Error line 17 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/c6ac7f451f42cac92507604a1b841848a2618f30.puml,0,0,4,0.0000,0,0,0,0,0,6,0.0000,message,,77.69,data/puml_files/c6ac7f451f42cac92507604a1b841848a2618f30.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/c6ac7f451f42cac92507604a1b841848a2618f30.puml,True,data/puml_images_1568/c6ac7f451f42cac92507604a1b841848a2618f30.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/c6ac7f451f42cac92507604a1b841848a2618f30.png,False
gemini-3.1-pro,Gemini 3.1 Pro,d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639,sequence,4,compile_fail,False,True,no PNG produced,0,0,17,0.0000,0,0,0,0,0,62,0.0000,message,,0.00,data/puml_files/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.puml,True,data/puml_images_1568/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/d88ff3fb6aa3f88e69a804beac0eb19ed5b0d639.png,False
gemini-3.1-pro,Gemini 3.1 Pro,dd18a88b118626df1c03faa29d229393627c778c,class,4,compile_fail,False,True,no PNG produced,0,0,8,0.0000,0,0,0,0,0,11,0.0000,aggregation,,0.00,data/puml_files/dd18a88b118626df1c03faa29d229393627c778c.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/dd18a88b118626df1c03faa29d229393627c778c.puml,True,data/puml_images_1568/dd18a88b118626df1c03faa29d229393627c778c.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/dd18a88b118626df1c03faa29d229393627c778c.png,False
gemini-3.1-pro,Gemini 3.1 Pro,de434622c1f498168c9bccf95ceb52a9dc1ef385,sequence,3,compile_fail,False,True,Error line 6 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/de434622c1f498168c9bccf95ceb52a9dc1ef385.puml,0,0,5,0.0000,0,0,0,0,0,7,0.0000,message,,50.86,data/puml_files/de434622c1f498168c9bccf95ceb52a9dc1ef385.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/de434622c1f498168c9bccf95ceb52a9dc1ef385.puml,True,data/puml_images_1568/de434622c1f498168c9bccf95ceb52a9dc1ef385.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/de434622c1f498168c9bccf95ceb52a9dc1ef385.png,False
gemini-3.1-pro,Gemini 3.1 Pro,e9a06725c4d85ec28ca9d343c1f23ab41d0e398f,sequence,1,compile_fail,False,True,Error line 2 in file: data/csr/gemini-3.1-pro-preview_20260613T154356Z/extracted/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.puml,0,0,3,0.0000,0,0,0,0,0,3,0.0000,message,,64.84,data/puml_files/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.puml,True,data/puml_images_1568/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/e9a06725c4d85ec28ca9d343c1f23ab41d0e398f.png,False
gemini-3.1-pro,Gemini 3.1 Pro,0bffda3c561066aa0dda7f556b2ce91406230f86,class,1,compiled_low_structural,True,True,,0,1,1,0.0000,0,0,0,0,0,0,1.0000,,,52.49,data/puml_files/0bffda3c561066aa0dda7f556b2ce91406230f86.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/0bffda3c561066aa0dda7f556b2ce91406230f86.puml,True,data/puml_images_1568/0bffda3c561066aa0dda7f556b2ce91406230f86.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/0bffda3c561066aa0dda7f556b2ce91406230f86.png,True
gemini-3.1-pro,Gemini 3.1 Pro,1348037e5ef89ad46e650939b2d95a74c9b563b9,class,4,compiled_low_structural,True,True,,16,7,7,0.6957,16,16,0,10,10,15,0.4444,inheritance;association,inheritance;association,74.05,data/puml_files/1348037e5ef89ad46e650939b2d95a74c9b563b9.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/1348037e5ef89ad46e650939b2d95a74c9b563b9.puml,True,data/puml_images_1568/1348037e5ef89ad46e650939b2d95a74c9b563b9.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/1348037e5ef89ad46e650939b2d95a74c9b563b9.png,True
gemini-3.1-pro,Gemini 3.1 Pro,1bca4778a2b1752ff82d4954b38bd9f6f92cdcda_02,class,4,compiled_low_structural,True,True,,7,2,2,0.7778,7,7,0,4,7,7,0.3636,composition;association,composition;dependency;association,77.77,data/puml_files/1bca4778a2b1752ff82d4954b38bd9f6f92cdcda_02.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/1bca4778a2b1752ff82d4954b38bd9f6f92cdcda_02.puml,True,data/puml_images_1568/1bca4778a2b1752ff82d4954b38bd9f6f92cdcda_02.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/1bca4778a2b1752ff82d4954b38bd9f6f92cdcda_02.png,True
gemini-3.1-pro,Gemini 3.1 Pro,32b85a4b1e1cbb51aa4826fda391a023e6375ba1,sequence,3,compiled_low_structural,True,True,,2,4,4,0.3333,2,2,0,0,10,10,0.0000,message,message,83.99,data/puml_files/32b85a4b1e1cbb51aa4826fda391a023e6375ba1.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/32b85a4b1e1cbb51aa4826fda391a023e6375ba1.puml,True,data/puml_images_1568/32b85a4b1e1cbb51aa4826fda391a023e6375ba1.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/32b85a4b1e1cbb51aa4826fda391a023e6375ba1.png,True
gemini-3.1-pro,Gemini 3.1 Pro,4a72ca2b5b92d37dcb648df24cbbd7d0bf7bec7b,sequence,3,compiled_low_structural,True,True,,1,5,5,0.1667,1,1,0,0,16,16,0.0000,message,message,59.98,data/puml_files/4a72ca2b5b92d37dcb648df24cbbd7d0bf7bec7b.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/4a72ca2b5b92d37dcb648df24cbbd7d0bf7bec7b.puml,True,data/puml_images_1568/4a72ca2b5b92d37dcb648df24cbbd7d0bf7bec7b.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/4a72ca2b5b92d37dcb648df24cbbd7d0bf7bec7b.png,True
gemini-3.1-pro,Gemini 3.1 Pro,4dc97fd76002a99da5ddf57b1d44a80dcba69757,sequence,1,compiled_low_structural,True,True,,1,1,1,0.5000,1,1,0,0,2,2,0.0000,message,message,63.99,data/puml_files/4dc97fd76002a99da5ddf57b1d44a80dcba69757.puml,data/runs/gemini-3.1-pro-preview_20260613T154356Z/4dc97fd76002a99da5ddf57b1d44a80dcba69757.puml,True,data/puml_images_1568/4dc97fd76002a99da5ddf57b1d44a80dcba69757.png,data/csr/gemini-3.1-pro-preview_20260613T154356Z/png/4dc97fd76002a99da5ddf57b1d44a80dcba69757.png,True
